,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
1650,Bad Boy (with Young Thug),Bad Boy (with Young Thug),Juice WRLD,2021-01-15,USUG12002097,"3,088",24.9,235609054.0,72440.0,13000565.0,61.0,16271248.0,258435.0,20257.0,3425539.0,25701260.0,289426.0,46.0,4492.0,,25.0,519413.0,2.0,11943439.0,10229.0,32008211.0,306159.0,1
1651,Cigarettes,Fighting Demons (Extended Edition),Juice WRLD,2021-10-12,USUG12200313,"4,381",20.0,233582276.0,70988.0,10942850.0,64.0,35114944.0,551931.0,14725.0,1119551.0,13572005.0,172617170.0,9.0,2731.0,,6.0,107022.0,3.0,8846192.0,6564.0,,530477.0,1
1652,Already Dead,Already Dead,Juice WRLD,2021-12-11,USUG12105423,"4,566",19.5,229232959.0,68879.0,11741541.0,61.0,46890832.0,889875.0,51484.0,4989535.0,61564975.0,25926849.0,19.0,133.0,72,12.0,106859.0,10.0,10040427.0,6822.0,,289269.0,1
1653,In My Head,In My Head,Juice WRLD,2022-10-28,USUG12207965,"4,194",20.6,136878823.0,44098.0,14028444.0,62.0,46128261.0,705084.0,21940.0,2045576.0,17208694.0,7484886.0,10.0,817.0,1,2.0,113827.0,7.0,6354076.0,3193.0,,164132.0,1
1657,Issues,Issues,Julia Michaels,2017-01-13,USUM71615691,"2,446",28.8,1214862854.0,86990.0,25275888.0,69.0,333612581.0,3284811.0,966301.0,28171505.0,142981272.0,27993329.0,148.0,51513.0,288,41.0,562204.0,57.0,372160120.0,255489.0,,9191508.0,0
1658,Cochinae,Querian Perreo?,Julianno Sosa,2022-04-19,QZQAY2209019,"2,438",28.9,155050178.0,35527.0,6146030.0,58.0,285012395.0,1652366.0,364400.0,175847558.0,1442464830.0,39888848.0,3.0,718.0,,2.0,1607668.0,8.0,293997.0,435.0,,430196.0,1
1659,Still With You,Still With You,Jung Kook,2020-05-06,QM6N22094716,"1,610",36.5,188249146.0,18003.0,4851271.0,72.0,47301413.0,809460.0,,,,,3.0,6.0,,2.0,394861.0,,948933.0,389.0,110733209.0,1460302.0,0
1660,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,2022-11-20,QZNMY2232113,448,73.0,419016792.0,24878.0,16888060.0,42.0,299024405.0,6706233.0,3400000.0,417635777.0,5766443841.0,130833442.0,13.0,15581.0,42,5.0,48194.0,16.0,1971463.0,929.0,,1878044.0,0
1670,Ella,Corridos Tumbados,Junior H,2019-10-31,USDXS1910299,"4,486",19.7,404073512.0,42797.0,7070994.0,69.0,328021225.0,1916957.0,51604.0,14598836.0,101301634.0,13436612.0,9.0,48.0,,2.0,31079.0,5.0,31636806.0,19540.0,9763489.0,1254798.0,0
1671,Vamos Para Arriba,Vamos Para Arriba,Junior H,2022-03-06,USWL12200487,"3,156",24.6,223422665.0,24041.0,6404217.0,66.0,236583955.0,923052.0,68700.0,5885095.0,60653564.0,,8.0,,,,,2.0,16898793.0,3407.0,,607267.0,1
1672,El Hijo Mayor,El Hijo Mayor - Single,Junior H,2022-05-20,USWL12200441,"1,450",38.6,357445095.0,30881.0,19190261.0,71.0,402629804.0,1360903.0,237800.0,53362153.0,717809876.0,7535944.0,6.0,10.0,,4.0,155594.0,5.0,5916348.0,4154.0,2487805.0,686504.0,1
1673,Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,2022-11-02,USWL12200130,"3,758",22.1,409608018.0,35760.0,13777862.0,70.0,144073017.0,744920.0,121400.0,26034148.0,274609855.0,,17.0,30.0,7,3.0,173358.0,8.0,39188317.0,8249.0,,522412.0,0
1674,Extssy Model,Mi Vida En Un Cigarro 2,Junior H,2022-11-02,USWL12200134,"4,046",21.2,293017219.0,21333.0,6926082.0,74.0,220479914.0,1074637.0,152800.0,36183080.0,228557824.0,,1.0,13.0,,5.0,6187083.0,2.0,1886143.0,1549.0,,653919.0,0
1681,Baby,R&B Collection 2011,Justin Bieber,2010-01-01,USUM70919263,"1,337",40.7,952635214.0,136655.0,76732478.0,76.0,3312260344.0,26679549.0,247185.0,131384412.0,1174409085.0,863841137.0,90.0,15322.0,41,38.0,517808.0,24.0,90568001.0,759376.0,,4413818.0,0
1682,What Do You Mean?,Full Circle: The Live Anthology,Justin Bieber,2011-11-20,USUM71511919,"1,282",41.6,1599742798.0,137106.0,54447816.0,74.0,2719936771.0,14654354.0,52164.0,21325500.0,155713369.0,542692288.0,272.0,83466.0,246,102.0,802236.0,50.0,383946248.0,288504.0,346764.0,6038700.0,0
1683,Beauty And A Beat,Believe,Justin Bieber,2012-01-01,USUM71205367,"3,001",25.4,827079737.0,123017.0,55637959.0,74.0,1187480897.0,7482380.0,67246.0,56945911.0,401762489.0,268560558.0,47.0,11347.0,176,22.0,267255.0,18.0,197359592.0,354980.0,,5366746.0,0
1684,Boyfriend,Believe,Justin Bieber,2012-01-01,USUM71202650,"3,614",22.6,538918222.0,73149.0,29404069.0,70.0,992302781.0,6629367.0,260418.0,26028741.0,149188520.0,184669606.0,43.0,5481.0,66,20.0,206290.0,17.0,196398467.0,707576.0,313957.0,3052967.0,0
1685,Love Yourself,Love Yourself,Justin Bieber,2015-09-11,USUM71516761,530,66.8,2423583406.0,221550.0,85152861.0,78.0,2154325842.0,11828484.0,412296.0,54794151.0,546197873.0,1521238263.0,287.0,216976.0,210,114.0,644719.0,68.0,579271026.0,399649.0,,16182850.0,0
1686,Sorry,Sorry,Justin Bieber,2015-10-23,USUM71516760,264,95.7,2089476497.0,179545.0,89286647.0,78.0,4467507940.0,22464625.0,2463600.0,48687438.0,376376728.0,1959373484.0,401.0,237066.0,402,161.0,1631997.0,85.0,420093148.0,519614.0,475010.0,9657077.0,0
1687,Yummy,Yummy,Justin Bieber,2020-03-01,USUM71923046,579,63.2,792379282.0,96177.0,23338709.0,62.0,887226751.0,13188871.0,4410189.0,173359563.0,2580705782.0,603698593.0,171.0,157316.0,169,381.0,1239061.0,30.0,45686998.0,177469.0,,3298698.0,0
1688,Intentions (feat. Quavo),Intentions,Justin Bieber,2020-07-02,USUM72001302,521,67.5,1177960398.0,124387.0,38596274.0,69.0,1048571287.0,8326026.0,532220.0,56736712.0,517889307.0,2283133309.0,250.0,368080.0,147,82.0,1109498.0,33.0,188459753.0,85534.0,,4952770.0,0
1689,Holy (feat. Chance The Rapper),Holy,Justin Bieber,2020-09-18,USUM72017013,950,49.3,787546548.0,110389.0,44478175.0,63.0,396861382.0,6241346.0,193594.0,69149295.0,561056269.0,1394478465.0,178.0,399515.0,339,51.0,257512.0,54.0,85450020.0,45037.0,,3589419.0,0
1690,Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,2020-10-16,USUM72019170,"1,431",38.9,820172575.0,119464.0,35423440.0,66.0,236628412.0,5627099.0,42444.0,26272592.0,261554607.0,193665492.0,152.0,189979.0,246,40.0,1388976.0,38.0,48337267.0,39809.0,,3795632.0,1
1691,Anyone,Anyone,Justin Bieber,2021-01-01,USUM72023175,"1,687",35.6,689413808.0,86677.0,29278931.0,63.0,181790359.0,3269385.0,300226.0,68768141.0,618582288.0,268898494.0,171.0,194884.0,119,29.0,868927.0,35.0,94172171.0,19768.0,,2851589.0,0
1692,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148,125.2,1612286123.0,282719.0,97390961.0,74.0,1019256266.0,10280320.0,1404274.0,502778982.0,4702037810.0,2889452237.0,348.0,569287.0,789,342.0,2587713.0,90.0,92111798.0,90598.0,,7848760.0,1
1693,Ghost,Justice,Justin Bieber,2021-03-19,USUM72102635,283,91.5,1586830204.0,151923.0,73574395.0,80.0,476319277.0,4622504.0,797409.0,122390348.0,1180485094.0,2976186938.0,119.0,844492.0,"3,180",114.0,303462.0,49.0,129493114.0,54497.0,,4413143.0,0
1694,Hold On,Hold On,Justin Bieber,2021-05-03,USUM72102322,"1,433",38.9,749776475.0,98447.0,21788917.0,65.0,255815308.0,3672693.0,48025.0,27478023.0,250017692.0,303917292.0,129.0,162314.0,32,225.0,458830.0,33.0,90646001.0,13910.0,,1953031.0,0
1695,Loco,Loco,Justin Quiles,2021-05-13,USWL12100223,"2,864",26.1,417078369.0,80390.0,22262789.0,61.0,22493718.0,150440.0,779826.0,109132088.0,1310854382.0,982702.0,61.0,36058.0,,25.0,73195.0,31.0,18046754.0,5964.0,2036108.0,2963547.0,0
1696,Mirrors,Songs For The Philippines,Justin Timberlake,2013-01-01,USRC11300059,"1,487",38.0,1047154254.0,168622.0,53352470.0,74.0,1401802614.0,7138440.0,912741.0,259542276.0,2060063173.0,1784521360.0,106.0,85485.0,69,74.0,484204.0,47.0,478391258.0,378791.0,,14564665.0,0
1697,"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,2016-06-05,USRC11600876,305,87.1,1733302434.0,191065.0,88781556.0,72.0,2322229374.0,9042088.0,2563738.0,26503434.0,153590873.0,319751277.0,459.0,364043.0,576,482.0,2062925.0,116.0,605593706.0,1206969.0,,15828266.0,0
1698,Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,2018-01-25,USRC11703503,"3,891",21.6,505748520.0,60774.0,17047156.0,64.0,468137682.0,2074706.0,8387.0,368047.0,7107254.0,173549014.0,61.0,46787.0,31,40.0,461856.0,61.0,135674431.0,62934.0,,6318285.0,0
1701,Iko Iko (My Bestie),Iko Iko (feat. Small Jam),Justin Wellington,2019-03-06,QZFYX1950028,"1,901",33.3,314672402.0,85038.0,16060938.0,64.0,203831150.0,1327160.0,2909294.0,336713853.0,3345046787.0,8287270.0,72.0,212908.0,,39.0,268404.0,14.0,1970428.0,7154.0,649849.0,8651171.0,0
1702,Collide (feat. Tyga),Collide (feat. Tyga) - Single,Justine Skye,2014-08-25,USAT21403439,"3,080",24.9,394458820.0,62418.0,23910420.0,67.0,98862086.0,1030038.0,10576372.0,742002077.0,8421746009.0,,12.0,2045.0,16,,,,,,,2217979.0,1
1704,Upside Down,Upside Down,JVKE,2020-08-18,QM24S2008283,925,50.1,121391098.0,28044.0,6194695.0,54.0,19099476.0,465493.0,10318700.0,164374946.0,1710758827.0,517.0,24.0,1790.0,122,5.0,12865.0,2.0,2403391.0,3205.0,,1184072.0,0
1705,this is what falling in love feels like,this is what falling in love feels like (Ramengvrl Remix),JVKE,2021-03-09,GBKPL2163189,"1,531",37.5,477620800.0,108333.0,12027452.0,72.0,149501582.0,5261064.0,291778.0,338814084.0,2841508008.0,1169610385.0,21.0,12776.0,805,10.0,629635.0,2.0,4569371.0,14620.0,6854257.0,2230806.0,0
1706,golden hour,golden hour,JVKE,2022-07-15,GBKPL2204171,183,111.4,1126986320.0,200887.0,45885823.0,73.0,293553015.0,5388022.0,461623.0,313934124.0,2305840359.0,2451087344.0,77.0,148360.0,719,22.0,379311.0,35.0,32611885.0,64225.0,14112455.0,3897680.0,0
1707,Such a Whore (Stellular Remix),Such a Whore (Stellular Remix),JVLA,2020-03-06,RUA1D2023452,"4,500",19.6,231981539.0,50016.0,14263219.0,61.0,102609103.0,964398.0,1232692.0,200219251.0,3294902834.0,,6.0,5.0,39,3.0,12412.0,,,,,7621062.0,1
1709,Lottery (Renegade),Lottery,K CAMP,2019-01-04,USUYG1247701,808,54.0,173526912.0,28272.0,6607554.0,46.0,102774513.0,1300907.0,13802112.0,663362447.0,6653535769.0,40852.0,20.0,120.0,46,12.0,39746.0,2.0,41431663.0,171614.0,,1592457.0,1
1710,POP/STARS,POP/STARS,K/DA,2018-03-11,NLRD51859885,"3,650",22.4,352999804.0,49066.0,6820467.0,64.0,688305700.0,7491512.0,2636.0,3122902.0,22307459.0,105803850.0,16.0,2110.0,,10.0,27275.0,26.0,4297676.0,8057.0,7430414.0,768827.0,0
1711,Love Songs - Bonus,Love Songs,Kaash Paige,2018-11-19,QZES71881447,"2,031",32.0,478086665.0,80058.0,16908119.0,73.0,121801747.0,1355380.0,3205050.0,150283142.0,1196836319.0,1750.0,29.0,1491.0,,7.0,8234.0,7.0,10649995.0,49807.0,36309228.0,2435456.0,0
1713,Kahani Suno 2.0,Kahani Suno 2.0,Kaifi Khalil,2022-05-31,QZK6Q2278612,"1,027",47.4,296648613.0,21479.0,6678540.0,68.0,510727740.0,6497078.0,1200000.0,27052606.0,410960127.0,,2.0,,,1.0,1097.0,,,,,422144.0,0
1715,Libaas,Libaas,Kaka,2020-11-19,INS402000018,"1,889",33.4,76630812.0,8933.0,1073356.0,51.0,964253382.0,9620300.0,199165.0,7327817.0,99450429.0,865457.0,4.0,20.0,,,,5.0,7.0,,,264288.0,0
1716,Temporary pyar,Temporary pyar,Kaka,2021-04-09,INS402100006,"4,390",20.0,38264355.0,4017.0,329185.0,53.0,451922405.0,6040482.0,34.0,1248.0,4585.0,,,,,,,,,,,,0
1717,Way down We Go,Way Down We Go,KALEO,2015-07-08,USAT21502122,"1,879",33.5,1086861259.0,228925.0,44949918.0,79.0,836662907.0,8009540.0,1629364.0,344124487.0,4201171109.0,180196685.0,25.0,105889.0,97,117.0,717998.0,25.0,,,,,0
1718,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,2018-12-01,GBUM71706492,"3,256",24.1,589832336.0,139494.0,20487412.0,74.0,208632840.0,2426614.0,43833.0,21945800.0,118952804.0,58506780.0,88.0,2371.0,,31.0,101096.0,21.0,19561450.0,14137.0,24178574.0,1800184.0,0
1722,What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,2016-02-12,USRN11600859,"3,696",22.3,516523975.0,45773.0,14539681.0,67.0,407784529.0,2047661.0,82745.0,1643842.0,10506569.0,471650737.0,39.0,132684.0,56,3.0,4887.0,18.0,366815231.0,184212.0,1264787.0,1925032.0,0
1723,Heaven,Kane Brown (Deluxe Edition),Kane Brown,2017-06-10,USRN11700088,"2,584",27.8,492361216.0,43773.0,13627930.0,66.0,697287853.0,3494761.0,107020.0,5665191.0,74609105.0,474602562.0,46.0,3.0,35,6.0,48525.0,27.0,394651147.0,237908.0,,,0
1724,Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-10-07,USRN11900133,"3,040",25.1,409441742.0,53950.0,16089036.0,63.0,147151901.0,1275444.0,109342.0,6519563.0,68851923.0,15185084.0,100.0,117788.0,127,20.0,119649.0,32.0,206703399.0,32399.0,,1905530.0,0
1725,Thank God,Different Man,Kane Brown,2022-09-09,USRN12200041,866,52.1,157341967.0,20612.0,11359519.0,67.0,98239826.0,752054.0,213898.0,11321551.0,123462516.0,366164170.0,59.0,372512.0,127,15.0,398591.0,46.0,137496334.0,43041.0,,1100920.0,0
1729,Heartless,808s & Heartbreak (Exclusive Edition),Kanye West,2008-01-01,USUM70840511,"2,738",26.9,1315577954.0,261770.0,60550990.0,79.0,366241783.0,2719377.0,164714.0,32605436.0,250337316.0,105077315.0,96.0,18653.0,67,26.0,207876.0,10.0,587055437.0,418628.0,54924850.0,3795507.0,0
1730,Mercy,I Love R&B,Kanye West,2012-01-01,USUM71203564,"4,326",20.2,396015053.0,93596.0,20357135.0,64.0,58003262.0,606430.0,15366.0,2379742.0,26586947.0,3288.0,56.0,446.0,3,16.0,79174.0,9.0,632560196.0,909184.0,,5748041.0,1
1731,Bound 2,Yeezus,Kanye West,2013-01-01,USUM71307523,"4,239",20.5,948562412.0,227652.0,30088786.0,76.0,179763989.0,1952137.0,137434.0,79393828.0,509550794.0,2115923.0,52.0,1601.0,23,13.0,34894.0,20.0,21177888.0,78958.0,31181184.0,2295441.0,1
1732,Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,2016-01-04,USUM71603067,"4,003",21.3,1102322992.0,191719.0,29522697.0,79.0,98389487.0,1056464.0,35675.0,34872507.0,243179588.0,18942.0,88.0,853.0,60,17.0,200329.0,25.0,105323044.0,60013.0,,3413462.0,1
1733,I Love It (& Lil Pump),I Love It - Single,Kanye West,2018-06-09,USUM71814031,"2,035",32.0,703089599.0,126449.0,21054860.0,65.0,761321778.0,9012438.0,28477.0,19087053.0,154119835.0,182556476.0,52.0,9276.0,118,27.0,86649.0,12.0,36859813.0,61827.0,,2965820.0,1
1734,Praise God,Donda,Kanye West,2021-08-29,USUM72116287,"1,208",43.1,451323154.0,143071.0,22968843.0,67.0,75632640.0,1192980.0,1232812.0,540795852.0,4707280248.0,144247309.0,24.0,1395.0,182,10.0,38020.0,25.0,14923065.0,9847.0,,3075257.0,0
1735,Hurricane,Donda,Kanye West,2021-08-29,USUM72116311,"2,549",28.0,404497617.0,108795.0,16231758.0,62.0,45337894.0,615908.0,20272.0,10266783.0,91838300.0,506294.0,51.0,33710.0,185,16.0,456029.0,24.0,11239141.0,5307.0,,1304734.0,0
1736,Off The Grid,Donda,Kanye West,2021-08-29,USUM72116304,"3,118",24.7,266927787.0,105664.0,14849590.0,62.0,39769157.0,574676.0,13989.0,11319222.0,93786735.0,33398158.0,27.0,8377.0,74,11.0,45143.0,10.0,1751851.0,2673.0,,627751.0,0
1737,Moon,Donda,Kanye West,2021-08-29,USUM72116291,"3,329",23.8,300082779.0,103366.0,12996384.0,65.0,26665548.0,457381.0,35728.0,30439067.0,259653952.0,20581.0,25.0,634.0,2,5.0,3899.0,10.0,2857813.0,4005.0,,427988.0,0
1738,True Love,True Love,Kanye West,2022-05-27,USQX92202485,"2,884",26.0,269363579.0,84173.0,16979097.0,70.0,3464827.0,61192.0,162.0,39781.0,139748.0,197936.0,14.0,2567.0,300,10.0,99320.0,13.0,7132702.0,3069.0,,706611.0,0
1749,"Photo (From ""Luka Chuppi"")","Photo (From ""Luka Chuppi"")",Karan Sehmbi,2019-12-02,INS181900313,"1,149",44.3,72849488.0,9804.0,2252266.0,54.0,329389939.0,2348757.0,11600000.0,10188221.0,246534268.0,93651376.0,13.0,646.0,,,,3.0,,,,215757.0,0
1750,Baila,Baila,Karl Wine,2020-07-31,TCAFA2047032,631,60.5,2947162.0,2732.0,204717.0,,12422083.0,154802.0,14006256.0,151549836.0,1846083524.0,,,,,,,,,,,1322093.0,0
1751,A Ella,A Ella,KAROL G,2017-05-05,USUM71703010,"4,456",19.7,365062854.0,18085.0,10037406.0,71.0,893949453.0,3847991.0,69294.0,7236983.0,109160109.0,117031962.0,20.0,1956.0,32,12.0,245806.0,14.0,57470493.0,19752.0,2498936.0,501725.0,0
1752,Ahora Me Llama,Ahora Me Llama,KAROL G,2017-05-26,USUM71703012,"3,208",24.3,338782953.0,37015.0,12386097.0,64.0,1100136050.0,4740945.0,74386.0,9505223.0,99920646.0,157434221.0,25.0,1822.0,7,15.0,86989.0,10.0,89151096.0,22315.0,,1724227.0,1
1753,Mi Cama,Mi Cama,KAROL G,2018-11-05,USUM71806196,"2,881",26.0,224367887.0,21036.0,7372736.0,57.0,1159610485.0,6061105.0,136001.0,8220385.0,99044675.0,208104840.0,31.0,5993.0,219,23.0,96307.0,19.0,17465106.0,13197.0,,1291228.0,0
1754,Ocean,OCEAN,KAROL G,2019-03-05,USUM71904901,"2,149",31.0,312111545.0,30520.0,12759646.0,66.0,722096242.0,5368740.0,2197372.0,51993051.0,661920679.0,25343710.0,32.0,5415.0,392,28.0,148329.0,19.0,62924532.0,59516.0,,1139084.0,0
1755,Tusa,Tusa,KAROL G,2019-07-11,USUM71921183,323,85.2,1497511486.0,157185.0,59187880.0,68.0,1816772749.0,12498062.0,1636079.0,39086388.0,414336041.0,458694827.0,232.0,150990.0,111,256.0,1274272.0,83.0,104611041.0,127399.0,,7663807.0,0
1756,BICHOTA,BICHOTA,KAROL G,2020-10-23,USUM72019324,385,77.8,868091483.0,86379.0,31261057.0,64.0,1591945481.0,7916193.0,1586770.0,101362709.0,1153849236.0,172943996.0,133.0,36028.0,239,38.0,1594172.0,33.0,70065986.0,48232.0,,1740278.0,1
1757,EL MAKINON,EL MAKINON,KAROL G,2021-03-24,USUM72023904,596,62.0,574357002.0,69491.0,28426363.0,69.0,1180418876.0,5566219.0,487000.0,56713955.0,627030538.0,594246368.0,91.0,32815.0,32,41.0,2363366.0,40.0,56426614.0,11335.0,,1161001.0,0
1758,EL BARCO,EL BARCO,KAROL G,2021-03-25,USUM72023902,"1,780",34.5,304116211.0,21517.0,8048081.0,72.0,692863553.0,2439195.0,186881.0,13802946.0,184413760.0,716282244.0,32.0,5957.0,105,10.0,2012566.0,14.0,47500299.0,14392.0,,701730.0,0
1759,SEJODIOTO,SEJODIOTO,KAROL G,2021-09-21,USUM72117129,"4,533",19.6,350738636.0,29760.0,11290192.0,66.0,154323126.0,1697768.0,214500.0,29252686.0,351428481.0,12339929.0,42.0,19998.0,285,20.0,175016.0,27.0,47444595.0,7262.0,,571685.0,1
1760,LOCATION,LOCATION,KAROL G,2021-12-02,USUM72023897,"2,551",28.0,236644328.0,36130.0,7600107.0,50.0,525752748.0,3073337.0,182529.0,34209228.0,329180615.0,25193373.0,56.0,29536.0,18,17.0,120355.0,36.0,9793641.0,3562.0,,962269.0,1
1761,PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151,123.8,1185929926.0,103026.0,64847502.0,76.0,1229843060.0,5870729.0,1300337.0,251445963.0,2829294043.0,763687717.0,115.0,130158.0,688,75.0,7349218.0,90.0,92136339.0,29371.0,,3397861.0,0
1762,CAIRO,CAIRO,KAROL G,2022-11-13,USUM72220925,904,50.7,443093379.0,35995.0,21160001.0,72.0,273852759.0,1690512.0,625126.0,42735677.0,600184949.0,11558006.0,58.0,52189.0,125,26.0,2263487.0,36.0,24842372.0,3643.0,1653982.0,1174788.0,1
1768,Hot N Cold,NOW 29,Katy Perry,2008-01-01,USCA20802544,"2,998",25.4,886077008.0,154757.0,77671100.0,69.0,1332106664.0,6819005.0,1577918.0,214177361.0,2238389974.0,1586859597.0,80.0,221043.0,248,55.0,533088.0,17.0,323997472.0,217322.0,,6740918.0,0
1769,Firework,Teenage Dream,Katy Perry,2010-01-01,USCA21001262,"1,534",37.5,1065375074.0,164650.0,60511467.0,67.0,1634743568.0,9202767.0,1219259.0,73578788.0,686049802.0,537338959.0,218.0,238231.0,273,94.0,1066131.0,96.0,417594591.0,1065952.0,1020201.0,8932134.0,0
1770,Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,2010-01-01,USCA21001264,"2,084",31.6,1144535829.0,170779.0,83827327.0,71.0,1604084148.0,8081370.0,96013.0,58785473.0,592235618.0,1563364588.0,85.0,120606.0,79,40.0,395080.0,31.0,352629859.0,633232.0,,4134026.0,0
1771,The One That Got Away,Teenage Dream,Katy Perry,2010-01-01,USCA21001266,"4,172",20.7,921351898.0,110426.0,34757269.0,67.0,1126799119.0,5603400.0,110393.0,54883634.0,397746382.0,528140571.0,40.0,25625.0,16,21.0,81354.0,16.0,302855271.0,220209.0,,4674619.0,0
1772,Wide Awake,538 Hitzone 63,Katy Perry,2012-01-01,USCA21200932,"3,681",22.3,447997798.0,47976.0,35749050.0,73.0,1129883893.0,5231385.0,53680.0,9846261.0,63097743.0,248321862.0,29.0,29375.0,115,14.0,144663.0,22.0,486860037.0,304919.0,,4506047.0,0
1773,Roar,2013 The Hottest,Katy Perry,2013-01-01,USUM71308669,725,56.9,1156191242.0,146653.0,68107488.0,73.0,4386626671.0,19822950.0,508860.0,37113271.0,385015724.0,1885297710.0,237.0,248383.0,284,134.0,832419.0,83.0,,,,1261.0,0
1774,Dark Horse,PRISM,Katy Perry,2013-01-01,USUM71311296,"3,162",24.5,1445950326.0,185843.0,59242561.0,74.0,248178591.0,2292757.0,174645.0,115612448.0,984530315.0,,102.0,158891.0,453,86.0,600026.0,31.0,,,32936048.0,19991903.0,0
1775,Chained To The Rhythm,Chained To The Rhythm,Katy Perry,2017-10-02,USUM71700560,"3,354",23.7,571538542.0,59626.0,15052991.0,64.0,798537539.0,5042041.0,25893.0,15112958.0,68206300.0,195190281.0,100.0,84986.0,15,48.0,173715.0,24.0,58782918.0,33474.0,,8340225.0,0
1776,RUNAWAY,RUNAWAY,KAYDEN,2022-03-14,QZDA42277779,"1,656",35.9,3508819.0,1705.0,104043.0,32.0,706350.0,13028.0,4500102.0,76555716.0,1851606354.0,,,2.0,,,,,1641.0,,,56362.0,0
1778,BANZAI!,BANZAI!,Kazuo,2022-12-24,JPWP02202338,"2,769",26.7,118164.0,91.0,607.0,10.0,341971709.0,1203797.0,4.0,2599.0,20739.0,8732.0,,11.0,,,,,,,,,1
1780,This Is Me,This Is Me,Keala Settle,2017-10-27,USAT21704622,"2,852",26.2,809894358.0,80591.0,19776253.0,66.0,622964718.0,4716659.0,18442.0,1528788.0,16464069.0,41140493.0,71.0,36683.0,,20.0,48491.0,21.0,84821836.0,183702.0,126042.0,3165985.0,0
1784,Tak Ingin Usai,Tak Ingin Usai,Keisya Levronka,2022-05-13,IDUM72200112,"4,281",20.4,265767551.0,15498.0,5060429.0,63.0,154689466.0,1539974.0,609748.0,273895600.0,3276084075.0,45889.0,16.0,5371.0,,,,,,,,223331.0,0
1788,Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012-01-01,USUM71210785,"2,167",30.8,1476217041.0,352198.0,59811242.0,75.0,385175377.0,3054056.0,1174942.0,197659809.0,1484578640.0,9778.0,117.0,188.0,7,32.0,565677.0,13.0,304362215.0,166654.0,,6010383.0,1
1789,Swimming Pools (Drank),"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012-01-01,USUM71207642,"3,227",24.2,731646994.0,157106.0,24325603.0,75.0,149345457.0,1143981.0,40220.0,10917801.0,87387158.0,395108.0,62.0,126.0,21,27.0,47780.0,14.0,665742058.0,753880.0,,6577435.0,1
1790,HUMBLE.,HUMBLE.,Kendrick Lamar,2017-03-31,USUM71703085,466,71.4,2226869580.0,311766.0,77191099.0,80.0,1281355260.0,11551257.0,1180701.0,90304316.0,769720113.0,209307607.0,357.0,84979.0,692,111.0,657065.0,94.0,562540114.0,476433.0,,7692756.0,1
1791,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,USUM71703088,"2,014",32.1,1343672718.0,207632.0,54635449.0,79.0,,,276521.0,31536387.0,221728131.0,,146.0,51323.0,,45.0,235755.0,38.0,466010009.0,134197.0,,5928064.0,1
1792,DNA.,DAMN.,Kendrick Lamar,2017-04-14,USUM71703079,"2,184",30.7,1157112366.0,185660.0,44429618.0,75.0,356343325.0,3573193.0,86503.0,11663427.0,97997064.0,165019302.0,191.0,340.0,63,45.0,179785.0,34.0,318401958.0,128722.0,,2244068.0,1
1793,LOYALTY. FEAT. RIHANNA.,DAMN.,Kendrick Lamar,2017-04-14,USUM71703086,"4,380",20.0,669703929.0,101138.0,18743066.0,73.0,234757944.0,2316992.0,40.0,10010.0,73180.0,186613935.0,159.0,5783.0,,37.0,147634.0,24.0,234306133.0,67483.0,4369805.0,2302809.0,1
1794,All The Stars (with SZA),All The Stars (with SZA),Kendrick Lamar,2018-04-01,USUM71713947,"1,304",41.2,1638529683.0,207686.0,66120497.0,82.0,633789787.0,5683859.0,39792.0,33196158.0,211875110.0,75594850.0,152.0,10256.0,39,73.0,194391.0,52.0,139392569.0,70103.0,,8746447.0,1
